,Restaurant name,Ranking,Number of reviews,Average vote,Price range,Price level,address,Postal code,Restaurant type 1,Restaurant type 2,Boroughs,Population,Income
773,Cocoa Patacona,774,286,4.0,$$ - $$$,4.0,"Avinguda de la Mare Nostrum 4 Playa de la Patacona, 46120, Valencia Spain",46120,Spanish,Healthy,,,
774,Loving Hut,775,142,4.0,$,1.0,"Calle Conde de Altea 44, 46005, Valencia Spain",46005,Healthy,,l'Eixample,76697,20299.0
775,La Flaca de Ruzafa,776,141,4.0,$$ - $$$,4.0,"Calle del Puerto Rico 34, 46006, Valencia Spain",46006,Spanish,Mediterranean,l'Eixample,76697,20299.0
776,Tasca Mama Rosa,777,44,4.5,$$ - $$$,4.0,"Calle de Chelva 4 4, Bajo, Derecha, 46018, Valencia Spain",46018,Spanish,Moroccan,l'Olivereta,35767,11410.0
777,Umami Bistro Bar,778,78,4.5,$$ - $$$,4.0,"Calle Calixto III 17 Con/Calixto III n°17, 46008, Valencia Spain",46008,Mediterranean,Spanish,Extramurs,73050,16794.0
778,Danubio Alameda,779,115,4.5,$$ - $$$,4.0,"Calle Don Armando Palacio Valdes 1, 46010, Valencia Spain",46010,Spanish,Mediterranean,El Pla del Real,26491,20207.0
779,Restaurante Frances Petit Gourmet,780,34,5.0,$$ - $$$,4.0,"Calle Burriana 26, 46005, Valencia Spain",46005,French,,l'Eixample,76697,20299.0
780,Pico Fino,781,510,4.0,$$ - $$$,4.0,"Plaza Reina 18, 46003, Valencia Spain",46003,Bar,Mediterranean,Ciutat Vella,26542,19009.0
781,Asador Jeromin,782,126,4.0,$$ - $$$,4.0,"Calle Jesus 56, 46007, Valencia Spain",46007,Steakhouse,Mediterranean,Extramurs,73050,16794.0
782,La Mandragora,783,41,4.5,$,1.0,"Calle Mare Vella 15, 46003, Valencia Spain",46003,Spanish,Diner,Ciutat Vella,26542,19009.0
783,El Tridente de Neptuno,784,288,4.0,$$ - $$$,4.0,"Paseo Neptuno 2, 46011, Valencia Spain",46011,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
784,Ferro Restaurant,785,86,4.0,$$ - $$$,4.0,"Calle Pare Tosca 3, 46003, Valencia Spain",46003,Mediterranean,,Ciutat Vella,26542,19009.0
785,NOMIT,786,100,4.5,$$ - $$$,4.0,"Gran Via del Marques del Turia 58 Bajo Derecha, 46005, Valencia Spain",46005,Fusion,,l'Eixample,76697,20299.0
786,Arrosseria El Musical,787,23,5.0,$$ - $$$,4.0,"Calle San Vicente, 26, 46692, Valencia Spain",46692,Mediterranean,Spanish,,,
787,Don Pablo Fusion,788,49,4.5,$$ - $$$,4.0,"Avenida de Aragon 18, 46021, Valencia Spain",46021,Mexican,Spanish,Algirós,68400,15105.0
788,Gastromantic,789,80,4.5,$$ - $$$,4.0,"Calle Calixto III 19, 46008, Valencia Spain",46008,Mediterranean,Spanish,Extramurs,73050,16794.0
789,Al Pan Queso,790,59,4.5,$,1.0,"Calle Serranos 19, 46003, Valencia Spain",46003,Cafe,,Ciutat Vella,26542,19009.0
790,Pilsener,791,240,4.0,$$$$,7.0,"Paseo Alameda 38, 46023, Valencia Spain",46023,Mediterranean,European,Camins al Grau,46154,13788.0
791,Bodega Bar Flor,792,64,4.5,$,1.0,"Calle Marti Grajales 21 El Cabanyal, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
792,Revel Restaurante,793,88,4.0,$,1.0,"Calle del Arzobispo Mayoral 16, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
793,Tapeando,794,171,4.0,$$ - $$$,4.0,"Avinguda de Maria Cristina 9 Con C/ Calabazas 2, Junto al Mercat Central de València, 46001, Valencia Spain",46001,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
794,L'Albereda,795,111,4.0,$$ - $$$,4.0,"Paseo Alameda No. 5, 46010, Valencia Spain",46010,Mediterranean,Spanish,El Pla del Real,26491,20207.0
795,Destino 56,796,1888,3.5,$$ - $$$,4.0,"Paseo Neptuno 56 Playa de Las Arenas, 46011, Valencia Spain",46011,Bar,Mediterranean,Poblats Marítims,82178,11698.0
796,Portland Ale House,797,195,4.0,$$ - $$$,4.0,"Calle Salamanca 10, 46005, Valencia Spain",46005,American,Brew Pub,l'Eixample,76697,20299.0
797,Restaurante La Casota,798,138,4.0,$$ - $$$,4.0,"El Palmar Calle Del Vizconde de Valdesoto, 12 El Palmar, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
798,La Tasqueta Valencia,799,89,4.0,$$ - $$$,4.0,"Calle Trafalgar 50, 46023, Valencia Spain",46023,International,Spanish,Camins al Grau,46154,13788.0
799,Sierra de Aitana,800,163,4.0,$$ - $$$,4.0,"Calle Pascual y Genis 18, 46002, Valencia Spain",46002,Mediterranean,European,Ciutat Vella,26542,19009.0
800,Martinot,801,254,4.0,$$ - $$$,4.0,"Carrera del Riu, 11, 46024, Valencia Spain",46024,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
801,La Cantina de Ruzafa,802,66,4.5,$$ - $$$,4.0,"Carrer del Literat Azorin, 13 antiguo Patio de Ruzafa, 46004, Valencia Spain",46004,Mediterranean,Spanish,l'Eixample,76697,20299.0
802,Dandy Horse,803,51,4.5,$,1.0,"Calle Antonio Suarez 34, 46021, Valencia Spain",46021,International,Spanish,Algirós,68400,15105.0
803,The Roast & Beer,804,97,4.0,$$ - $$$,4.0,"Calle Pintor Maella 33, 46023, Valencia Spain",46023,Gastropub,Bar,Camins al Grau,46154,13788.0
804,Charlie Brownie Restaurante,805,30,4.5,$$ - $$$,4.0,"Calle Calixto III 35 Bajo, 46008, Valencia Spain",46008,Spanish,Mediterranean,Extramurs,73050,16794.0
805,La Estrella,806,96,4.0,$$ - $$$,4.0,"Calle Sevilla 30, 46006, Valencia Spain",46006,Mediterranean,Spanish,l'Eixample,76697,20299.0
806,La Bufala Benimaclet,807,119,4.0,$$ - $$$,4.0,"Located Inside Calle Guardia Civil, 46020, Valencia Spain",46020,Italian,Pizza,Benimaclet,46868,14834.0
807,Puro Vicio Vlc,808,63,4.5,$$ - $$$,4.0,"Calle Alcira 27, 46007, Valencia Spain",46007,Mediterranean,Spanish,Extramurs,73050,16794.0
808,Trattoria Da Claudia,809,112,4.0,$$ - $$$,4.0,"Paseo Alameda 5, 46010, Valencia Spain",46010,Italian,Pizza,El Pla del Real,26491,20207.0
809,Fuji II,810,164,4.0,$$ - $$$,4.0,"Calle Ruben Dario 8, 46021, Valencia Spain",46021,Japanese,Sushi,Algirós,68400,15105.0
810,Bar Adelina II,811,43,4.5,$$ - $$$,4.0,"Calle Rio Tajo 30, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
811,Homenaje Taberna Gourmet,812,139,4.0,$$ - $$$,4.0,"Calle Ciscar 22, 46005, Valencia Spain",46005,Spanish,Mediterranean,l'Eixample,76697,20299.0
812,Restaurante Felix,813,117,4.0,$$ - $$$,4.0,"Avenida del Musico Maestro Rodrigo 14, 46015, Valencia Spain",46015,Spanish,Mediterranean,Campanar,35767,15126.0
813,Linaje Leon Restaurante,814,21,5.0,$$ - $$$,4.0,"Carrer de Borriana, 26, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
814,Olrait,815,20,5.0,,,"Plaza Pedagogo Pestalozzi 1, 46006, Valencia Spain",46006,Mediterranean,,l'Eixample,76697,20299.0
815,Bienmesabe Cafe Bistro,816,90,4.5,$$ - $$$,4.0,"Avenida de Aragon 28, 46021, Valencia Spain",46021,Latin,Cafe,Algirós,68400,15105.0
816,Supergourmet,817,127,4.0,$,1.0,"Plaza del Mercado, 46001, Valencia Spain",46001,Bar,Mediterranean,Ciutat Vella,26542,19009.0
817,Cuatro Monos,818,114,4.5,$$ - $$$,4.0,"Calle Reina Dona Maria 7, 46006, Valencia Spain",46006,International,Pub,l'Eixample,76697,20299.0
818,La Mafia se sienta a la mesa,819,464,3.5,$$ - $$$,4.0,"Avenida Francia 17, 46023, Valencia Spain",46023,Mediterranean,Italian,Camins al Grau,46154,13788.0
819,Querida Jacinta Mercado y Gastrobar,820,36,4.5,,,"Calle de Conca, 23, 46007, Valencia Spain",46007,Steakhouse,Cafe,Extramurs,73050,16794.0
820,Restaurante  L'IllA,821,119,4.0,$$ - $$$,4.0,"Placa la Sequiota 22, 46012, Valencia Spain",46012,Seafood,Mediterranean,,,
821,Tandem,822,130,4.0,$,1.0,"Calle Llop 3, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
822,Restaurante Kyoto,823,235,4.0,$$ - $$$,4.0,"Avenida Valladolid 5, 46020, Valencia Spain",46020,Japanese,Sushi,Benimaclet,46868,14834.0
823,Vinostrum Bodega,824,41,5.0,$$ - $$$,4.0,"Mercado de Mossen Sorell Puesto Numero 12, Valencia Spain",,Spanish,Wine Bar,,,
824,Bistrot Bonaire 32,825,31,5.0,$$ - $$$,4.0,"Calle Bonaire 32, 46003, Valencia Spain",46003,Italian,Mediterranean,Ciutat Vella,26542,19009.0
825,Restaurante la Pequena Pulperia,826,354,3.5,$$ - $$$,4.0,"Avenida Francia 18, 46023, Valencia Spain",46023,Seafood,Mediterranean,Camins al Grau,46154,13788.0
826,La Barra de Kaymus,827,352,4.0,$$$$,7.0,"Avenida Musico Maestro Rodrigo 44, 46015, Valencia Spain",46015,Mediterranean,European,Campanar,35767,15126.0
827,UDON Aqua,828,243,3.5,$$ - $$$,4.0,"Calle Menorca 19, 46023, Valencia Spain",46023,Japanese,Sushi,Camins al Grau,46154,13788.0
828,Tapas Paraty,829,24,5.0,$$ - $$$,4.0,"Calle de Sant Ferran, 4, 46001, Valencia Spain",46001,Brazilian,Mediterranean,Ciutat Vella,26542,19009.0
829,Shiraz Restaurant,830,22,5.0,$$ - $$$,4.0,"Calle Conquista 3, 46001, Valencia Spain",46001,Mediterranean,,Ciutat Vella,26542,19009.0
830,Sand Beach,831,52,4.5,$$ - $$$,4.0,"Calle Reina 86, 46011, Valencia Spain",46011,,,Poblats Marítims,82178,11698.0
831,Brasserie Sorolla,832,108,4.0,$$$$,7.0,"Calle Eugenia Vines 22-24 Hotel Balneario Las Arenas, 46011, Valencia Spain",46011,European,Spanish,Poblats Marítims,82178,11698.0
832,Fumiferro Gastrogrill,833,306,4.0,$$ - $$$,4.0,"Calle Vicente Ballester 38 Calle Vicente Ballester, 38, 46011, Valencia Spain",46011,Steakhouse,Mediterranean,Poblats Marítims,82178,11698.0
833,Taperia Hispania Cortes Valencianas,834,264,3.5,$$ - $$$,4.0,"Avenida Corts Valencianes 26, 46015, Valencia Spain",46015,Mediterranean,European,Campanar,35767,15126.0
834,Restaurante Rokelin - Ruzafa,835,21,5.0,,,"Calle de Cuba, 48, 46004, Valencia Spain",46004,Spanish,,l'Eixample,76697,20299.0
835,El Porton del Mar,836,157,4.0,$$ - $$$,4.0,"Calle Barraca 40, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
836,Aoyama,837,559,3.5,$$ - $$$,4.0,"Calle Joaquin Costa n° 3 Zona Canovas, 46005, Valencia Spain",46005,Chinese,Japanese,l'Eixample,76697,20299.0
837,Restaurant Ca Morera,838,26,5.0,$$ - $$$,4.0,"Calle del Repes, 46001, Valencia Spain",46001,Mediterranean,,Ciutat Vella,26542,19009.0
838,Frenazo,839,146,4.0,$,1.0,"Calle Matematico Marzal 22, 46007, Valencia Spain",46007,Chinese,Asian,Extramurs,73050,16794.0
839,Restaurante reme,840,37,4.5,$$ - $$$,4.0,"Calle En Sala 3 Bajo, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
840,Mevino Taberna De Vinos Naturales,841,17,5.0,$$ - $$$,4.0,"Calle Josep Benlliure 117, 46011, Valencia Spain",46011,European,Wine Bar,Poblats Marítims,82178,11698.0
841,Varques,842,67,4.5,,,"Calle Cura Femenia 15 Bajo Derecha, 46006, Valencia Spain",46006,Spanish,Mediterranean,l'Eixample,76697,20299.0
842,Italian Break,843,66,4.5,$,1.0,"Calle Luis Vives 6 Carrer Lluis Vives, 6, 46003, Valencia Spain",46003,Italian,Cafe,Ciutat Vella,26542,19009.0
843,Carabasser,844,190,4.0,$,1.0,"Calle Reverendo Rafael Tramoyeres 35 Bajo Benimaclet, 46020, Valencia Spain",46020,Mediterranean,Spanish,Benimaclet,46868,14834.0
844,City Poke,845,69,4.5,$,1.0,"Carrer del Clariano 4 Downstairs on the left side, 46021, Valencia Spain",46021,Hawaiian,,Algirós,68400,15105.0
845,Cafe Bar Mochuelos,846,49,4.5,$$ - $$$,4.0,"Calle de l'Arquitecte Gasco N.º 3, 46022, Valencia Spain",46022,Spanish,Mediterranean,Algirós,68400,15105.0
846,Mare Nostrum,847,115,4.0,$$ - $$$,4.0,"Calle Cabrestante 81, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
847,De Tot Un Poc,848,35,4.5,$$ - $$$,4.0,"Carrer de la Barraca, 28, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
848,La Casa Arabe,849,39,4.5,$$ - $$$,4.0,"Calle del Metge Pediatre Jorge Comin 6, 46015, Valencia Spain",46015,Moroccan,Mediterranean,Campanar,35767,15126.0
849,Urban Cafe,850,105,4.5,$$ - $$$,4.0,"Calle Antonio Sacramento 13 Junto Ciudad de la Justicia, 46013, Valencia Spain",46013,Mediterranean,,Quatre Carreres,52940,12357.0
850,Hamburgueseria Bufit,851,171,4.0,$$ - $$$,4.0,"C/ Literato Azorin 20, 46006, Valencia Spain",46006,,,l'Eixample,76697,20299.0
851,Juan de Juanes,852,44,4.5,$$$$,7.0,"Calle Juan de Joanes 2 Ground floor, 46003, Valencia Spain",46003,Steakhouse,Mediterranean,Ciutat Vella,26542,19009.0
852,Memoria,853,44,4.5,$$ - $$$,4.0,"Calle Baron de San Petrillo 6 Izq., 46020, Valencia Spain",46020,Mediterranean,Spanish,Benimaclet,46868,14834.0
853,Federal Cafe Valencia,854,447,3.5,$$ - $$$,4.0,"Calle Embajador Vich 15, 46002, Valencia Spain",46002,Spanish,Cafe,Ciutat Vella,26542,19009.0
854,Saigon Delice,855,22,4.5,,,"Calle Gregori Mayans 5 Junto A Gran Vía Del Turia, 46005, Valencia Spain",46005,Vietnamese,,l'Eixample,76697,20299.0
855,Burritos - Ribera,856,21,5.0,,,"Calle Ribera 8, 46002, Valencia Spain",46002,Mexican,Latin,Ciutat Vella,26542,19009.0
856,Kest'e,857,137,4.0,$$ - $$$,4.0,"Avenida Francia 36, 46023, Valencia Spain",46023,Italian,Pizza,Camins al Grau,46154,13788.0
857,Slaughterhouse Food&Books,858,47,4.5,$$ - $$$,4.0,"Calle Denia 22, 46006, Valencia Spain",46006,Bar,Spanish,l'Eixample,76697,20299.0
858,Tofolet,859,68,4.5,$$ - $$$,4.0,"Carrer de Vicent Sancho Tello, 19, 46021, Valencia Spain",46021,Mediterranean,Spanish,Algirós,68400,15105.0
859,Restaurante Haus San Vicente,860,237,3.5,$$ - $$$,4.0,"Calle de San Vicente Martir 19, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
860,Asador Mar Del Plata,861,49,4.0,$$ - $$$,4.0,"Avenida Primado Reig 177 Bajo, 46020, Valencia Spain",46020,Steakhouse,Argentinean,Benimaclet,46868,14834.0
861,Mimmo Cantina,862,184,4.0,$$ - $$$,4.0,"Calle Doctor Sanchis Bergon 24, 46008, Valencia Spain",46008,Italian,Pizza,Extramurs,73050,16794.0
862,El Trocito del Medio,863,203,4.0,$$ - $$$,4.0,"Calle Blanes 1, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
863,John Beer,864,220,4.0,$$ - $$$,4.0,"Avenida Corts Valencianes 26, 46015, Valencia Spain",46015,American,Bar,Campanar,35767,15126.0
864,Solo del Mar,865,52,4.0,$$ - $$$,4.0,"Calle Poeta Josep Cervera I Grifol 12, 46013, Valencia Spain",46013,Seafood,Spanish,Quatre Carreres,52940,12357.0
865,Q'Tomas?,866,470,3.5,$$$$,7.0,"Calle del Convento Santa Clara 13, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
866,Dibocca,867,249,3.5,$$ - $$$,4.0,"Calle Valle de la Ballestera 44, 46015, Valencia Spain",46015,Italian,Pizza,Campanar,35767,15126.0
867,La Pepica,868,5369,3.5,$$ - $$$,4.0,"Paseo Neptuno 6, 46011, Valencia Spain",46011,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
868,Restaurante La Trucha,869,164,4.0,$$ - $$$,4.0,"272 Avenida del Puerto, 46024, Valencia Spain",46024,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
869,Babilonia,870,61,4.0,,,"Carrer del Mestre Clavé, 1, 46001, Valencia Spain",46001,Spanish,,Ciutat Vella,26542,19009.0
870,Spacca Napoli2,901,117,4.0,$$ - $$$,4.0,"Calle de la Reina Doña María 3 Bajo, 46006, Valencia Spain",46006,Italian,Pizza,l'Eixample,76697,20299.0
871,Cool,902,88,4.5,$$$$,7.0,"Carrer del Poeta Querol, 1, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
872,Restaurante Ca Teresa,903,327,3.5,$$ - $$$,4.0,"Avenida Pinares 2, 46012 El Saler, Valencia Spain",46012,Mediterranean,European,,,
873,Gavo's burger,904,19,5.0,$$ - $$$,4.0,"Carrer de Ciscar, 58 Derecha, 46005, Valencia Spain",46005,American,,l'Eixample,76697,20299.0
874,Taberna Paraiso Travel,905,90,4.0,$$$$,7.0,"Carrer de la Carda, 6 Bajo, 46001, Valencia Spain",46001,Latin,International,Ciutat Vella,26542,19009.0
875,Taberna Valear,906,35,4.5,$$ - $$$,4.0,"Calle Cirilo Amoros 82, 46004, Valencia Spain",46004,Bar,Mediterranean,l'Eixample,76697,20299.0
876,Croquetea,907,42,4.5,$,1.0,"Calle Sueca 6, 46006, Valencia Spain",46006,Spanish,,l'Eixample,76697,20299.0
877,Nova Conca,908,43,4.5,$$$$,7.0,"Carrer de Mòssen Cuenca, 38, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
878,Monal restaurante,909,19,5.0,$$ - $$$,4.0,"Calle de Juan Llorens 61, 46008, Valencia Spain",46008,Indian,,Extramurs,73050,16794.0
879,KONA Sushi Bar,910,50,4.5,$$ - $$$,4.0,"Calle de Villanueva y Gascons 10, 46008, Valencia Spain",46008,Japanese,Sushi,Extramurs,73050,16794.0
880,Quadrini Vlc,911,37,4.5,$$ - $$$,4.0,"Calle del Conde de Altea 7, 46005, Valencia Spain",46005,Mediterranean,European,l'Eixample,76697,20299.0
881,Taberna La Marrana,912,124,4.0,$,1.0,"Calle Alta 46 Bajo, 46003, Valencia Spain",46003,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
882,La Fragua Gastrotime,913,124,4.0,$$ - $$$,4.0,"Plaza Manuel Granero 9, 46006, Valencia Spain",46006,Mediterranean,Spanish,l'Eixample,76697,20299.0
883,Restaurante El Ramallar,914,55,4.0,$$ - $$$,4.0,"Calle de la Pujada Al Castell S/n Montesa, 46692, Valencia Spain",46692,Mediterranean,Spanish,,,
884,Luz de Luna,915,478,3.5,$$ - $$$,4.0,"Paseo Maritimo, Playa de la Malvarosa s/n, 46011, Valencia Spain",46011,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
885,Birlibirloque Bar,916,208,3.5,$$ - $$$,4.0,"Calle de la Paz 7, 46003, Valencia Spain",46003,European,Spanish,Ciutat Vella,26542,19009.0
886,La Piazza,917,77,4.0,$$ - $$$,4.0,"Calle Santa Genoveva Torres 30 Cor. C/. Santiago Rusiñol, 46019, Valencia Spain",46019,Italian,Mediterranean,Rascanya,35308,11388.0
887,Ardacho,918,51,4.0,,,"Plaza del Obispo Amigó 5, 46007, Valencia Spain",46007,Bar,Mediterranean,Extramurs,73050,16794.0
888,Tintorera,919,34,4.5,$$ - $$$,4.0,"Avenida Mare Nostrum, 50, 46120, Valencia Spain",46120,Italian,Mediterranean,,,
889,Valentia coffee y algo mas,920,97,4.0,$,1.0,"Calle Maderas 68, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
890,Barrexat Bar,921,28,4.5,$$ - $$$,4.0,"Carrer del Doctor Nicasi Benlloch, 20, 46015, Valencia Spain",46015,,,Campanar,35767,15126.0
891,La Mar,922,128,4.0,$$ - $$$,4.0,"Avenida Baleares 28, 46023, Valencia Spain",46023,Mediterranean,Spanish,Camins al Grau,46154,13788.0
892,The Market Craft Beer,923,51,4.5,$$ - $$$,4.0,"Calle Danzas 5, 46001, Valencia Spain",46001,Bar,Pub,Ciutat Vella,26542,19009.0
893,Yuki Restaurante Japones,924,75,4.0,$$ - $$$,4.0,"Calle de Correos 14, 46002, Valencia Spain",46002,Japanese,Sushi,Ciutat Vella,26542,19009.0
894,Goiko - Avenida d’Arago 26,925,236,3.5,$$ - $$$,4.0,"Avenida d’Aragó, 26, 46021, Valencia Spain",46021,American,Fast Food,Algirós,68400,15105.0
895,La Brasqueta,926,78,4.0,$,1.0,"Calle Cuba 64, 46006, Valencia Spain",46006,Spanish,,l'Eixample,76697,20299.0
896,Taberna Asiatica Tao Tao,927,93,4.0,$$ - $$$,4.0,"Calle de Cadiz 37, 46006, Valencia Spain",46006,Japanese,Asian,l'Eixample,76697,20299.0
897,Paffuto (Aragon),928,44,4.5,$$ - $$$,4.0,"Avenida de Aragón, 18, 46021, Valencia Spain",46021,Italian,Pizza,Algirós,68400,15105.0
898,Pizzeria Forli CB,929,46,4.5,$,1.0,"Calle Quart 129, 46008, Valencia Spain",46008,Pizza,Italian,Extramurs,73050,16794.0
899,Pizza Roma,930,234,4.0,$$ - $$$,4.0,"Avenida Francia 55 Avenida de Francia,55, 46023, Valencia Spain",46023,Italian,Pizza,Camins al Grau,46154,13788.0
900,Melia Plaza,931,107,4.0,$$ - $$$,4.0,"Plaza Ayuntamiento 4 E, 46002, Valencia Spain",46002,Mediterranean,European,Ciutat Vella,26542,19009.0
901,Bocalinda University,932,172,4.0,$,1.0,"Avenida de los Naranjos S/N, Campus UPV. Colegio Mayor Galileo Galilei, 46022, Valencia Spain",46022,Cafe,International,Algirós,68400,15105.0
902,S'alat,933,65,4.0,$,1.0,"Calle Pintor Salvador Abril 34, 46005, Valencia Spain",46005,Mediterranean,,l'Eixample,76697,20299.0
903,La Pentola,934,88,4.0,$$ - $$$,4.0,"Calle Vicente Barrera Cambra S/N, 46020, Valencia Spain",46020,Italian,Mediterranean,Benimaclet,46868,14834.0
904,La Gran Muralla,935,148,4.0,$$ - $$$,4.0,"Plaza Porta de La Mar 6, 46004, Valencia Spain",46004,Chinese,Asian,l'Eixample,76697,20299.0
905,La Venganza de Malinche - Zona Canovas,936,166,4.0,$$ - $$$,4.0,"Calle Burriana 47, 46005, Valencia Spain",46005,Mexican,Latin,l'Eixample,76697,20299.0
906,Restaurante Lahiver,937,49,4.0,$$ - $$$,4.0,"Avenida Gola de Puchol, 46012 El Saler, Valencia Spain",46012,Mediterranean,Spanish,,,
907,Llisa negra,938,300,3.5,$$$$,7.0,"Calle de Pascual y Genís 10, 46002, Valencia Spain",46002,Mediterranean,Grill,Ciutat Vella,26542,19009.0
908,Restaurante Lima,939,38,4.5,,,"Plaza de la Merced 6 Esquina Con Calle Carabasses, 46001, Valencia Spain",46001,Peruvian,Mediterranean,Ciutat Vella,26542,19009.0
909,Terraza de Santa Catalina,940,49,4.5,$$ - $$$,4.0,"Placa Reina 11, 46001, Valencia Spain",46001,Cafe,Spanish,Ciutat Vella,26542,19009.0
910,Mediterranea de Hamburguesas,941,432,3.5,$$ - $$$,4.0,"Carrer de Sueca, 45, 46004, Valencia Spain",46004,American,European,l'Eixample,76697,20299.0
911,Bocado Bar,942,184,4.0,$$ - $$$,4.0,"Paseo Alameda 1, 46010, Valencia Spain",46010,Bar,Spanish,El Pla del Real,26491,20207.0
912,48 Restaurante Copas,943,261,4.0,$$ - $$$,4.0,"Passeig de l'Albereda, 48, 46023, Valencia Spain",46023,Mediterranean,European,Camins al Grau,46154,13788.0
913,Aquilino,944,57,4.0,$$ - $$$,4.0,"Calle Castell de Pop 31, 46024, Valencia Spain",46024,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
914,Holbox,945,16,5.0,$$ - $$$,4.0,"Avenida Del Oeste 50, 46001, Valencia Spain",46001,Cafe,Healthy,Ciutat Vella,26542,19009.0
915,Taska Hogan La Coveta,946,340,3.5,$$ - $$$,4.0,"Plaza Redonda 10-16, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
916,Som de Mar,947,64,4.5,$$ - $$$,4.0,"Calle Francisco Cubells n 37 Bajo derecha, 46011, Valencia Spain",46011,Mediterranean,Spanish,Poblats Marítims,82178,11698.0
917,Maclo - Comida & Cafe,948,17,5.0,$$ - $$$,4.0,"Calle Vivons 31 Entre calle cadiz y calle centelles, 46006, Valencia Spain",46006,Mediterranean,Spanish,l'Eixample,76697,20299.0
918,Tony Roma's Cc,949,15,5.0,,,"Centro Comercial Aqua Local 216, Planta 02, 46023, Valencia Spain",46023,American,Barbecue,Camins al Grau,46154,13788.0
919,Cento Per cento,950,60,4.5,$$ - $$$,4.0,"Calle Maestro Bellver 38 Bajo, 46018, Valencia Spain",46018,Italian,Pizza,l'Olivereta,35767,11410.0
920,Lila & Lola,951,58,4.0,$$ - $$$,4.0,"Avenida reino de Valencia, 18, 46005, Valencia Spain",46005,Spanish,Healthy,l'Eixample,76697,20299.0
921,"Pica""p",952,113,4.0,$$ - $$$,4.0,"Plaza Pintor Segrelles 7, 46007, Valencia Spain",46007,Spanish,Mediterranean,Extramurs,73050,16794.0
922,Taco a Saco,953,42,4.5,$,1.0,"Calle de los Leones, Valencia Spain",,Mexican,Latin,,,
923,Genui Golf Escorpio,954,35,4.5,$$ - $$$,4.0,"Calle San Antonio s/n. Coordenadas GPS: -0.458863,39.588483, 46001, Valencia Spain",46001,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
